monster,game,input,value,unit,source
hirabami,MHWilds,enrage_speed_mult,1.02,motion-speed multiplier (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
hirabami,MHWilds,enrage_trigger,1500,damage points (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
hirabami,MHWilds,head_stagger,800,damage points (base),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
hirabami,MHWilds,hitzone_max_raw,70,"percent (robomeche Meat, default state max)",https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
hirabami,MHWilds,size_base,1659.3395,cm,https://wilds.mhdb.io/en/monsters
hirabami,MHWilds,size_gold,1875.0536,cm,https://wilds.mhdb.io/en/monsters
hirabami,MHWilds,tolerance_paralysis,180,status build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
hirabami,MHWilds,tolerance_poison,100,status build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
hirabami,MHWilds,tolerance_sleep,100,status build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
hirabami,MHWilds,tolerance_stun,120,stun (KO) build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
hypnocatrice,MHFU,base_hp,1430,"HP points (raw, min of appear[].health across quests)",https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/stats.json
hypnocatrice,MHFU,enrage_attack_mult,1.4,multiplier (x),https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/stats.json
hypnocatrice,MHFU,head_stagger,80,flinch/stagger damage threshold (raw),https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/basic-parts-duration.json
hypnocatrice,MHFU,hitzone_max_raw,65,"percent (raw hitzone, external non-conditional parts, max of slash/strike/shooting)",https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/weapon-effectiveness.json
hypnocatrice,MHFU,size_base,834.9,cm,https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/size.json
hypnocatrice,MHFU,size_gold,1010.2,cm,https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/size.json
hypnocatrice,MHFU,tolerance_paralysis,100,status build-up points,https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/status-effectiveness.json
hypnocatrice,MHFU,tolerance_poison,100,status build-up points,https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/status-effectiveness.json
hypnocatrice,MHFU,tolerance_sleep,110,status build-up points,https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/status-effectiveness.json
hypnocatrice,MHFU,tolerance_stun,100,status build-up points,https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/status-effectiveness.json
iodrome,MH4U,base_hp,3500,HP,https://kiranico.com/en/mh4u/monster/iodrome
iodrome,MHGU,base_hp,3500,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
iodrome,MH4U,enrage_attack_mult,1.4,multiplier,https://kiranico.com/en/mh4u/monster/iodrome
iodrome,MH4U,enrage_duration,60,seconds,https://kiranico.com/en/mh4u/monster/iodrome
iodrome,MH4U,enrage_speed_mult,1.1,multiplier,https://kiranico.com/en/mh4u/monster/iodrome
iodrome,MH4U,head_stagger,120,damage,https://kiranico.com/en/mh4u/monster/iodrome
iodrome,MHGU,head_stagger,120,stagger threshold (raw),https://mhgu.kiranico.com/monster/69846
iodrome,MH4U,hitzone_max_raw,60,hitzone %,https://kiranico.com/en/mh4u/monster/iodrome
iodrome,MHGU,hitzone_max_raw,60,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/69846
iodrome,MH4U,size_base,911.70437139154,cm,https://kiranico.com/en/mh4u/monster/iodrome
iodrome,MHGU,size_base,911.7,cm,https://mhgu.kiranico.com/monster/69846
iodrome,MH4U,size_gold,1121.4,cm,https://kiranico.com/en/mh4u/monster/iodrome
iodrome,MHGU,size_gold,1121.39,cm,https://mhgu.kiranico.com/monster/69846
iodrome,MH4U,tolerance_paralysis,80,status build-up points,https://kiranico.com/en/mh4u/monster/iodrome
iodrome,MHGU,tolerance_paralysis,80,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
iodrome,MH4U,tolerance_poison,200,status build-up points,https://kiranico.com/en/mh4u/monster/iodrome
iodrome,MHGU,tolerance_poison,200,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
iodrome,MH4U,tolerance_sleep,120,status build-up points,https://kiranico.com/en/mh4u/monster/iodrome
iodrome,MHGU,tolerance_sleep,120,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
iodrome,MH4U,tolerance_stun,120,status build-up points,https://kiranico.com/en/mh4u/monster/iodrome
iodrome,MHGU,tolerance_stun,120,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
ivory-lagiacrus,MH3U,enrage_attack_mult,1.25,multiplier,http://mh3g.org/book/ragiakurusu-b.html
ivory-lagiacrus,MH3U,enrage_duration,120,seconds,http://mh3g.org/book/ragiakurusu-b.html
ivory-lagiacrus,MH3U,enrage_speed_mult,1.2,multiplier,http://mh3g.org/book/ragiakurusu-b.html
ivory-lagiacrus,MH3U,hitzone_max_raw,55,"raw hitzone % (max of cut/impact/shot, sentinels excluded)",https://raw.githubusercontent.com/dbooga/MonsterHunter3UDatabase/master/MonsterHunter3UDatabase/assets/mh3u.sqlite
ivory-lagiacrus,MH3U,size_base,2648.5,cm,https://monsterhunterwiki.org/wiki/Ivory_Lagiacrus_(MH3U)
ivory-lagiacrus,MH3U,size_gold,3257.65,cm,https://monsterhunterwiki.org/wiki/Ivory_Lagiacrus_(MH3U)
jade-barroth,MH3U,enrage_attack_mult,1.3,multiplier,http://mh3g.org/book/boruborosu-b.html
jade-barroth,MH3U,enrage_duration,60,seconds,http://mh3g.org/book/boruborosu-b.html
jade-barroth,MH3U,enrage_speed_mult,1.2,multiplier,http://mh3g.org/book/boruborosu-b.html
jade-barroth,MH3U,head_stagger,150,damage points (village-quest base),http://mh3g.org/book/boruborosu-b.html
jade-barroth,MH3U,hitzone_max_raw,45,"raw hitzone % (max of cut/impact/shot, sentinels excluded)",https://raw.githubusercontent.com/dbooga/MonsterHunter3UDatabase/master/MonsterHunter3UDatabase/assets/mh3u.sqlite
jade-barroth,MH3U,size_base,1406.7,cm,https://monsterhunterwiki.org/wiki/Jade_Barroth_(MH3U)
jade-barroth,MH3U,size_gold,1730.24,cm,https://monsterhunterwiki.org/wiki/Jade_Barroth_(MH3U)
jade-barroth,MH3U,tolerance_paralysis,200,status build-up points (village base),http://mh3g.trigwiki.jp/data/924.html
jade-barroth,MH3U,tolerance_poison,150,status build-up points (village base),http://mh3g.trigwiki.jp/data/924.html
jade-barroth,MH3U,tolerance_sleep,200,status build-up points (village base),http://mh3g.trigwiki.jp/data/924.html
jade-barroth,MH3U,tolerance_stun,120,status build-up points (village base),http://mh3g.trigwiki.jp/data/924.html
jhen-mohran,MH3U,enrage_attack_mult,1.2,multiplier,http://mh3g.org/book/jienmooran.html
jhen-mohran,MH3U,enrage_speed_mult,1,multiplier,http://mh3g.org/book/jienmooran.html
jhen-mohran,MH3U,head_stagger,600,damage points (village-quest base),http://mh3g.org/book/jienmooran.html
jhen-mohran,MH3U,hitzone_max_raw,90,"raw hitzone % (max of cut/impact/shot, sentinels excluded)",https://raw.githubusercontent.com/dbooga/MonsterHunter3UDatabase/master/MonsterHunter3UDatabase/assets/mh3u.sqlite
jin-dahaad,MHWilds,base_hp,7400,HP points,https://wilds.mhdb.io/en/monsters
jin-dahaad,MHWilds,enrage_attack_mult,1.2,multiplier (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
jin-dahaad,MHWilds,enrage_duration,120,seconds (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
jin-dahaad,MHWilds,enrage_speed_mult,1.12,motion-speed multiplier (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
jin-dahaad,MHWilds,enrage_trigger,2000,damage points (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
jin-dahaad,MHWilds,head_stagger,350,damage points (base),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
jin-dahaad,MHWilds,hitzone_max_raw,75,"percent (robomeche Meat, default state max)",https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
jin-dahaad,MHWilds,size_base,4560.894,cm,https://wilds.mhdb.io/en/monsters
jin-dahaad,MHWilds,size_gold,5609.9,cm,https://wilds.mhdb.io/en/monsters
jin-dahaad,MHWilds,tolerance_paralysis,300,status build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
jin-dahaad,MHWilds,tolerance_poison,250,status build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
jin-dahaad,MHWilds,tolerance_sleep,250,status build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
jin-dahaad,MHWilds,tolerance_stun,200,stun (KO) build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
jyuratodus,MHRS,base_hp,4500,"HP (base_hp_vital, LR/HR)",https://mhrice.info/mhrice.json
jyuratodus,MHRS,enrage_attack_mult,1.2,multiplier,https://mhrice.info/mhrice.json
jyuratodus,MHRS,enrage_duration,60,seconds,https://mhrice.info/mhrice.json
jyuratodus,MHRS,enrage_speed_mult,1.08,motion-rate multiplier,https://mhrice.info/mhrice.json
jyuratodus,MHRS,enrage_trigger,800,damage points (High Rank),https://mhrice.info/mhrice.json
jyuratodus,MHRS,head_stagger,150,"part vital (flinch value, LR/HR)",https://mhrice.info/mhrice.json
jyuratodus,MHRS,hitzone_max_raw,63,hitzone percent (max over all parts and phases),https://mhrice.info/mhrice.json
jyuratodus,MHRS,move_power_max,70,raw damage (max base_damage),https://mhrice.info/mhrice.json
jyuratodus,MHRS,size_base,1508.71,cm,https://mhrice.info/mhrice.json
jyuratodus,MHRS,size_gold,1855.7133000000001,cm (base_size * king_boarder),https://mhrice.info/mhrice.json
jyuratodus,MHRS,tolerance_paralysis,180,status build-up points,https://mhrice.info/mhrice.json
jyuratodus,MHRS,tolerance_poison,150,status build-up points,https://mhrice.info/mhrice.json
jyuratodus,MHRS,tolerance_sleep,250,status build-up points,https://mhrice.info/mhrice.json
jyuratodus,MHRS,tolerance_stun,100,status build-up points,https://mhrice.info/mhrice.json
kecha-wacha,MH4U,base_hp,3800,HP,https://kiranico.com/en/mh4u/monster/kecha-wacha
kecha-wacha,MHGU,base_hp,3800,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
kecha-wacha,MH4U,enrage_attack_mult,1.2,multiplier,https://kiranico.com/en/mh4u/monster/kecha-wacha
kecha-wacha,MH4U,enrage_duration,90,seconds,https://kiranico.com/en/mh4u/monster/kecha-wacha
kecha-wacha,MH4U,enrage_speed_mult,1.1,multiplier,https://kiranico.com/en/mh4u/monster/kecha-wacha
kecha-wacha,MH4U,head_stagger,160,damage,https://kiranico.com/en/mh4u/monster/kecha-wacha
kecha-wacha,MHGU,head_stagger,160,stagger threshold (raw),https://mhgu.kiranico.com/monster/6a756
kecha-wacha,MH4U,hitzone_max_raw,70,hitzone %,https://kiranico.com/en/mh4u/monster/kecha-wacha
kecha-wacha,MHGU,hitzone_max_raw,70,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/6a756
kecha-wacha,MH4U,size_base,886.1111111111111,cm,https://kiranico.com/en/mh4u/monster/kecha-wacha
kecha-wacha,MHGU,size_base,886.1,cm,https://mhgu.kiranico.com/monster/6a756
kecha-wacha,MH4U,size_gold,1010.2,cm,https://kiranico.com/en/mh4u/monster/kecha-wacha
kecha-wacha,MHGU,size_gold,1010.15,cm,https://mhgu.kiranico.com/monster/6a756
kecha-wacha,MH4U,tolerance_paralysis,150,status build-up points,https://kiranico.com/en/mh4u/monster/kecha-wacha
kecha-wacha,MHGU,tolerance_paralysis,150,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
kecha-wacha,MH4U,tolerance_poison,150,status build-up points,https://kiranico.com/en/mh4u/monster/kecha-wacha
kecha-wacha,MHGU,tolerance_poison,150,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
kecha-wacha,MH4U,tolerance_sleep,150,status build-up points,https://kiranico.com/en/mh4u/monster/kecha-wacha
kecha-wacha,MHGU,tolerance_sleep,150,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
kecha-wacha,MH4U,tolerance_stun,150,status build-up points,https://kiranico.com/en/mh4u/monster/kecha-wacha
kecha-wacha,MHGU,tolerance_stun,150,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
khezu,MH4U,base_hp,4500,HP,https://kiranico.com/en/mh4u/monster/khezu
khezu,MHGU,base_hp,4500,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
khezu,MHRS,base_hp,4200,"HP (base_hp_vital, LR/HR)",https://mhrice.info/mhrice.json
khezu,MH4U,enrage_attack_mult,1.4,multiplier,https://kiranico.com/en/mh4u/monster/khezu
khezu,MHRS,enrage_attack_mult,1.3,multiplier,https://mhrice.info/mhrice.json
khezu,MH4U,enrage_duration,60,seconds,https://kiranico.com/en/mh4u/monster/khezu
khezu,MHRS,enrage_duration,60,seconds,https://mhrice.info/mhrice.json
khezu,MH4U,enrage_speed_mult,1.3,multiplier,https://kiranico.com/en/mh4u/monster/khezu
khezu,MHRS,enrage_speed_mult,1.3,motion-rate multiplier,https://mhrice.info/mhrice.json
khezu,MHRS,enrage_trigger,800,damage points (High Rank),https://mhrice.info/mhrice.json
khezu,MH4U,head_stagger,240,damage,https://kiranico.com/en/mh4u/monster/khezu
khezu,MHGU,head_stagger,200,stagger threshold (raw),https://mhgu.kiranico.com/monster/d6d86
khezu,MHRS,head_stagger,200,"part vital (flinch value, LR/HR)",https://mhrice.info/mhrice.json
khezu,MH4U,hitzone_max_raw,80,hitzone %,https://kiranico.com/en/mh4u/monster/khezu
khezu,MHGU,hitzone_max_raw,80,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/d6d86
khezu,MHRS,hitzone_max_raw,80,hitzone percent (max over all parts and phases),https://mhrice.info/mhrice.json
khezu,MHRS,move_power_max,70,raw damage (max base_damage),https://mhrice.info/mhrice.json
khezu,MH4U,size_base,871.8888888888889,cm,https://kiranico.com/en/mh4u/monster/khezu
khezu,MHGU,size_base,871.9,cm,https://mhgu.kiranico.com/monster/d6d86
khezu,MHRS,size_base,881.28,cm,https://mhrice.info/mhrice.json
khezu,MH4U,size_gold,994,cm,https://kiranico.com/en/mh4u/monster/khezu
khezu,MHGU,size_gold,993.97,cm,https://mhgu.kiranico.com/monster/d6d86
khezu,MHRS,size_gold,1004.6591999999998,cm (base_size * king_boarder),https://mhrice.info/mhrice.json
khezu,MH4U,tolerance_paralysis,200,status build-up points,https://kiranico.com/en/mh4u/monster/khezu
khezu,MHGU,tolerance_paralysis,200,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
khezu,MHRS,tolerance_paralysis,300,status build-up points,https://mhrice.info/mhrice.json
khezu,MH4U,tolerance_poison,110,status build-up points,https://kiranico.com/en/mh4u/monster/khezu
khezu,MHGU,tolerance_poison,110,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
khezu,MHRS,tolerance_poison,100,status build-up points,https://mhrice.info/mhrice.json
khezu,MH4U,tolerance_sleep,200,status build-up points,https://kiranico.com/en/mh4u/monster/khezu
khezu,MHGU,tolerance_sleep,200,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
khezu,MHRS,tolerance_sleep,150,status build-up points,https://mhrice.info/mhrice.json
khezu,MH4U,tolerance_stun,200,status build-up points,https://kiranico.com/en/mh4u/monster/khezu
khezu,MHGU,tolerance_stun,200,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
khezu,MHRS,tolerance_stun,120,status build-up points,https://mhrice.info/mhrice.json
king-shakalaka,MHFU,base_hp,680,"HP points (raw, min of appear[].health across quests)",https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/stats.json
king-shakalaka,MHFU,enrage_attack_mult,1.4,multiplier (x),https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/stats.json
king-shakalaka,MHFU,hitzone_max_raw,40,"percent (raw hitzone, external non-conditional parts, max of slash/strike/shooting)",https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/weapon-effectiveness.json
king-shakalaka,MHFU,tolerance_paralysis,150,status build-up points,https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/status-effectiveness.json
king-shakalaka,MHFU,tolerance_poison,100,status build-up points,https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/status-effectiveness.json
king-shakalaka,MHFU,tolerance_sleep,100,status build-up points,https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/status-effectiveness.json
king-shakalaka,MHFU,tolerance_stun,150,status build-up points,https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/status-effectiveness.json
kirin,MH4U,base_hp,3200,HP,https://kiranico.com/en/mh4u/monster/kirin
kirin,MHGU,base_hp,3200,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
kirin,MHWorld,base_hp,3350,HP,https://mhworld.kiranico.com/en/monsters/BQruK/kirin
kirin,MH4U,enrage_attack_mult,1.5,multiplier,https://kiranico.com/en/mh4u/monster/kirin
kirin,MHWorld,enrage_attack_mult,1.2,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/BQruK/kirin
kirin,MH4U,enrage_duration,90,seconds,https://kiranico.com/en/mh4u/monster/kirin
kirin,MHWorld,enrage_duration,150,"seconds (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/BQruK/kirin
kirin,MH4U,enrage_speed_mult,1.1,multiplier,https://kiranico.com/en/mh4u/monster/kirin
kirin,MHWorld,enrage_speed_mult,1.05,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/BQruK/kirin
kirin,MHWorld,enrage_trigger,200,"damage points (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/BQruK/kirin
kirin,MH4U,head_stagger,250,damage,https://kiranico.com/en/mh4u/monster/kirin
kirin,MHGU,head_stagger,250,stagger threshold (raw),https://mhgu.kiranico.com/monster/63d06
kirin,MHWorld,head_stagger,200,"damage (Part Breakability, exact ""Head"" row)",https://mhworld.kiranico.com/en/monsters/BQruK/kirin
kirin,MH4U,hitzone_max_raw,40,hitzone %,https://kiranico.com/en/mh4u/monster/kirin
kirin,MHGU,hitzone_max_raw,50,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/63d06
kirin,MHWorld,hitzone_max_raw,55,"raw hitzone % (max sever/blunt/shot over LR/HR Physiology rows, including state-variant parts e.g. ""Head (White)"", excluding Master Rank override rows)",https://mhworld.kiranico.com/en/monsters/BQruK/kirin
kirin,MHWorld,move_power_max,50,motion value (max over Monster Attacks rows; poedb only lists a subset so is not used here),https://mhworld.kiranico.com/en/monsters/BQruK/kirin
kirin,MH4U,size_base,549.7777777777778,cm,https://kiranico.com/en/mh4u/monster/kirin
kirin,MHGU,size_base,549.8,cm,https://mhgu.kiranico.com/monster/63d06
kirin,MHWorld,size_base,536.26,cm (poedb Base; never derived as gold/1.23 — crown thresholds are per-monster),https://mhw.poedb.tw/eng/monster/14/Kirin
kirin,MH4U,size_gold,676.3,cm,https://kiranico.com/en/mh4u/monster/kirin
kirin,MHGU,size_gold,676.25,cm,https://mhgu.kiranico.com/monster/63d06
kirin,MHWorld,size_gold,659.6,cm (gold crown threshold),https://mhworld.kiranico.com/en/monsters/BQruK/kirin
kirin,MH4U,tolerance_poison,200,status build-up points,https://kiranico.com/en/mh4u/monster/kirin
kirin,MHGU,tolerance_poison,200,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
kirin,MHWorld,tolerance_poison,250,status build-up points,https://mhworld.kiranico.com/en/monsters/BQruK/kirin
kirin,MH4U,tolerance_sleep,200,status build-up points,https://kiranico.com/en/mh4u/monster/kirin
kirin,MHGU,tolerance_sleep,200,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
kirin,MHWorld,tolerance_sleep,150,status build-up points,https://mhworld.kiranico.com/en/monsters/BQruK/kirin
kirin,MH4U,tolerance_stun,150,status build-up points,https://kiranico.com/en/mh4u/monster/kirin
kirin,MHGU,tolerance_stun,150,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
kirin,MHWorld,tolerance_stun,200,status build-up points,https://mhworld.kiranico.com/en/monsters/BQruK/kirin
kulu-ya-ku,MHRS,base_hp,3300,"HP (base_hp_vital, LR/HR)",https://mhrice.info/mhrice.json
kulu-ya-ku,MHRS,enrage_attack_mult,1.2,multiplier,https://mhrice.info/mhrice.json
kulu-ya-ku,MHRS,enrage_duration,100,seconds,https://mhrice.info/mhrice.json
kulu-ya-ku,MHRS,enrage_speed_mult,1.05,motion-rate multiplier,https://mhrice.info/mhrice.json
kulu-ya-ku,MHRS,enrage_trigger,900,damage points (High Rank),https://mhrice.info/mhrice.json
kulu-ya-ku,MHRS,head_stagger,250,"part vital (flinch value, LR/HR)",https://mhrice.info/mhrice.json
kulu-ya-ku,MHRS,hitzone_max_raw,68,hitzone percent (max over all parts and phases),https://mhrice.info/mhrice.json
kulu-ya-ku,MHRS,move_power_max,80,raw damage (max base_damage),https://mhrice.info/mhrice.json
kulu-ya-ku,MHRS,size_base,901.24,cm,https://mhrice.info/mhrice.json
kulu-ya-ku,MHRS,size_gold,1108.5252,cm (base_size * king_boarder),https://mhrice.info/mhrice.json
kulu-ya-ku,MHRS,tolerance_paralysis,180,status build-up points,https://mhrice.info/mhrice.json
kulu-ya-ku,MHRS,tolerance_poison,150,status build-up points,https://mhrice.info/mhrice.json
kulu-ya-ku,MHRS,tolerance_sleep,150,status build-up points,https://mhrice.info/mhrice.json
kulu-ya-ku,MHRS,tolerance_stun,100,status build-up points,https://mhrice.info/mhrice.json
kulve-taroth,MHWorld,base_hp,30000,HP,https://mhworld.kiranico.com/en/monsters/5xbCn/kulve-taroth
kulve-taroth,MHWorld,enrage_attack_mult,1.15,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/5xbCn/kulve-taroth
kulve-taroth,MHWorld,enrage_duration,150,"seconds (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/5xbCn/kulve-taroth
kulve-taroth,MHWorld,enrage_speed_mult,1.15,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/5xbCn/kulve-taroth
kulve-taroth,MHWorld,enrage_trigger,1500,"damage points (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/5xbCn/kulve-taroth
kulve-taroth,MHWorld,hitzone_max_raw,85,"raw hitzone % (max sever/blunt/shot over LR/HR Physiology rows, including state-variant parts e.g. ""Head (White)"", excluding Master Rank override rows)",https://mhworld.kiranico.com/en/monsters/5xbCn/kulve-taroth
kulve-taroth,MHWorld,move_power_max,110,motion value (max over Monster Attacks rows; poedb only lists a subset so is not used here),https://mhworld.kiranico.com/en/monsters/5xbCn/kulve-taroth
kulve-taroth,MHWorld,size_base,4573.25,cm (poedb Base; never derived as gold/1.23 — crown thresholds are per-monster),https://mhw.poedb.tw/eng/monster/38/Kulve%20Taroth
kulve-taroth,MHWorld,size_gold,5625.1,cm (gold crown threshold),https://mhworld.kiranico.com/en/monsters/5xbCn/kulve-taroth
kulve-taroth,MHWorld,tolerance_paralysis,150,status build-up points,https://mhworld.kiranico.com/en/monsters/5xbCn/kulve-taroth
kulve-taroth,MHWorld,tolerance_poison,150,status build-up points,https://mhworld.kiranico.com/en/monsters/5xbCn/kulve-taroth
kulve-taroth,MHWorld,tolerance_sleep,150,status build-up points,https://mhworld.kiranico.com/en/monsters/5xbCn/kulve-taroth
kulve-taroth,MHWorld,tolerance_stun,200,status build-up points,https://mhworld.kiranico.com/en/monsters/5xbCn/kulve-taroth
kushala-daora,MH4U,base_hp,4200,HP,https://kiranico.com/en/mh4u/monster/kushala-daora
kushala-daora,MHGU,base_hp,4200,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
kushala-daora,MHRS,base_hp,4500,"HP (base_hp_vital, LR/HR)",https://mhrice.info/mhrice.json
kushala-daora,MH4U,enrage_attack_mult,1.3,multiplier,https://kiranico.com/en/mh4u/monster/kushala-daora
kushala-daora,MHRS,enrage_attack_mult,1.05,multiplier,https://mhrice.info/mhrice.json
kushala-daora,MH4U,enrage_duration,80,seconds,https://kiranico.com/en/mh4u/monster/kushala-daora
kushala-daora,MHRS,enrage_duration,80,seconds,https://mhrice.info/mhrice.json
